 0.5 0.5 0.5 5.958333158487774 0.
 0.6 0.5 0.6 5.939999790185327 1.
 0.4 0.5 0.4 5.973333193456885 0.
 0.09999999999999998 0.5 0.09999999999999998 5.998333298364221 0.
 0. 0.5 0. 6. 0.
 0. 0.9 0. 10. 0.
 0. 0.09999999999999998 0. 1.9999999999999998 0.
 0. 0.3 0. 4. 0.
 0. 0.7 0. 8. 0.
 0.2 0.5 0.2 5.99333326339511 0.
 0.1 0.6 0.1 6.939792937290913 0.
 0.1 0.4 0.1 5.05677854786173 0.
 0. 0.4 0. 5. 0.
 0. 0.6 0. 7. 0.
 0.025 0.45 0.025 5.52366277411238 0.
 0. 0.525 0. 6.25 0.
 0. 0.475 0. 5.75 0.
 0.025 0.5 0.025 5.999895824591055 0.
 0.00625 0.49375 0.00625 5.938471134327455 0.
 0. 0.4875 0. 5.875 0.
 0. 0.5125 0. 6.125 0.
 0.0125 0.5 0.0125 5.999973953962195 0.
 0.00625 0.5125 0.00625 6.123062264103571 0.
 0. 0.50625 0. 6.0625 0.
 0. 0.4953125 0. 5.953125 0.
 0.004687500000000001 0.49375 0.004687500000000001 5.938229584298222 0.
 0.00625 0.5046875 0.00625 6.0461339291268 0.
 0.003125 0.5 0.003125 5.9999983713030485 0.
 0. 0.49765625 0. 5.9765625 0.
 0. 0.503125 0. 6.03125 0.
 0.0023437500000000003 0.496875 0.0023437500000000003 5.968932967372977 0.
 0.003125 0.50234375 0.003125 6.02325190637151 0.
 0.0015625 0.49873046875 0.0015625 5.987354125108495 0.
 0. 0.496875 0. 5.96875 0.
 0.00078125 0.4984375 0.00078125 5.984405569468067 0.
 0. 0.499658203125 0. 5.99658203125 0.
 0. 0.501171875 0. 6.01171875 0.
 0.00034179687500000003 0.498828125 0.00034179687500000003 5.988291295665445 0.
 0.0011718750000000002 0.500341796875 0.0011718750000000002 6.003407672963304 0.
 0.000390625 0.500079345703125 0.000390625 6.000792652492575 0.
 0. 0.4993408203125 0. 5.993408203125 0.
 0. 0.500274658203125 0. 6.00274658203125 0.
 0.000274658203125 0.5006591796875 0.000274658203125 6.006587234167536 0.
 0.0006591796875 0.499725341796875 0.0006591796875 5.99725789550982 0.
 0.000164794921875 0.49967041015625 0.000164794921875 5.996705462038705 0.
 0. 0.4996429443359375 0. 5.996429443359375 0.
 0. 0.50013427734375 0. 6.0013427734375 0.
 0.00013427734375 0.5003570556640625 0.00013427734375 6.003569348630166 0.
 0.00035705566406250003 0.49986572265625 0.00035705566406250003 5.99865841015887 0.
 0.00009765625 0.5 0.00009765625 5.999999998376394 0.
 0. 0.50018310546875 0. 6.0018310546875 0.
 0. 0.49998817443847654 0. 5.999881744384766 0.
 0.0000118255615234375 0.49981689453125 0.0000118255615234375 5.998168999705412 0.
 0.00018310546875 0.5000118255615235 0.00018310546875 6.000118195542826 0.
 0.0000457763671875 0.499908447265625 0.0000457763671875 5.999084577620955 0.
 0. 0.5000177383422851 0. 6.000177383422852 0.
